Transaction_ID,Date,Amount,Merchant,Card_Number,Transaction_Type
2687,2023-08-17 10:33:54,82.84,Target,1487,Not Fraudulent
2688,2023-06-07 08:37:42,103.54,Target,4980,Not Fraudulent
2689,2023-05-10 22:01:38,79.73,Starbucks,1776,Not Fraudulent
2690,2023-04-01 12:36:28,121.7,Target,7957,Not Fraudulent
2691,2023-07-16 19:40:22,90.82,Gas Station,7271,Not Fraudulent
2692,2023-12-06 04:49:50,116.26,Target,4695,Not Fraudulent
2693,2023-06-26 21:47:56,-29.67,Starbucks,4302,Not Fraudulent
2694,2023-01-16 04:29:40,104.86,Target,1437,Not Fraudulent
2695,2023-07-06 09:23:43,120.7,Amazon,3191,Not Fraudulent
2696,2023-08-29 18:50:46,90.04,Gas Station,2957,Not Fraudulent
2697,2023-02-09 12:53:56,133.47,Amazon,7111,Not Fraudulent
2698,2023-04-15 08:23:22,136.93,Target,4971,Not Fraudulent
2699,2023-11-20 13:36:53,165.21,Gas Station,7647,Not Fraudulent
2700,2023-07-17 02:14:41,105.24,Amazon,5812,Not Fraudulent
2701,2023-07-10 09:44:25,4.31,Best Buy,9678,Not Fraudulent
2702,2023-08-02 21:45:19,-14.27,Target,2095,Not Fraudulent
2703,2023-09-08 11:43:11,19.91,Starbucks,1373,Not Fraudulent
2704,2023-06-03 01:11:33,98.1,Best Buy,1469,Not Fraudulent
2705,2023-07-03 13:41:07,92.13,Best Buy,2858,Not Fraudulent
2706,2023-04-14 00:50:24,113.81,Gas Station,1352,Not Fraudulent
2707,2023-03-12 07:12:48,68.74,Target,7627,Not Fraudulent
2708,2023-03-31 05:37:03,63.18,Starbucks,9849,Not Fraudulent
2709,2023-07-30 02:29:27,127.75,Walmart,9761,Not Fraudulent
2710,2023-05-22 11:43:44,132.8,Walmart,9657,Not Fraudulent
2711,2023-03-03 23:01:05,87.17,Amazon,1155,Not Fraudulent
2712,2023-04-28 11:04:19,98.08,Best Buy,5784,Not Fraudulent
2713,2023-11-27 22:53:10,120.22,Starbucks,5692,Not Fraudulent
2714,2023-08-25 10:58:27,125.22,Walmart,5020,Not Fraudulent
2715,2023-11-19 23:06:40,42.8,Amazon,3407,Not Fraudulent
2716,2023-12-23 01:14:49,64.02,Walmart,9501,Not Fraudulent
2717,2023-02-25 18:48:37,38.47,Walmart,6204,Not Fraudulent
2718,2023-06-27 10:48:42,74.65,Target,4417,Not Fraudulent
2719,2023-01-27 17:40:19,140.62,Target,1353,Not Fraudulent
2720,2023-01-27 14:23:27,127.31,Best Buy,3278,Not Fraudulent
2721,2023-07-05 16:19:33,45.1,Starbucks,4658,Not Fraudulent
2722,2023-06-02 17:17:59,125.61,Gas Station,4683,Not Fraudulent
2723,2023-08-08 20:37:23,104.29,Target,6401,Not Fraudulent
2724,2023-06-09 05:18:46,75.3,Walmart,5991,Not Fraudulent
2725,2023-08-04 23:36:15,29.68,Target,5816,Not Fraudulent
2726,2023-02-05 19:45:08,91.26,Amazon,2980,Not Fraudulent
2727,2023-04-14 02:53:13,134.0,Starbucks,9993,Not Fraudulent
2728,2023-07-07 07:17:11,-8.15,Walmart,7348,Not Fraudulent
2729,2023-03-31 04:28:55,80.19,Walmart,1104,Not Fraudulent
2730,2023-11-13 07:25:47,212.71,Starbucks,2694,Not Fraudulent
2731,2023-02-13 01:24:47,133.63,Target,6692,Not Fraudulent
2732,2023-04-26 05:23:08,112.99,Target,4391,Not Fraudulent
2733,2023-02-24 18:52:44,63.14,Gas Station,7218,Not Fraudulent
2734,2023-05-20 14:26:11,66.08,Starbucks,3562,Not Fraudulent
2735,2023-11-12 07:06:50,95.84,Walmart,4087,Not Fraudulent
2736,2023-02-06 13:31:47,180.14,Best Buy,5390,Not Fraudulent
2737,2023-02-23 20:09:27,123.28,Amazon,5484,Not Fraudulent
2738,2023-09-13 17:04:49,56.39,Gas Station,3738,Not Fraudulent
2739,2023-12-02 13:38:14,158.84,Best Buy,5607,Not Fraudulent
2740,2023-01-23 00:33:41,85.37,Target,5565,Not Fraudulent
2741,2023-11-16 14:53:52,184.87,Walmart,4728,Not Fraudulent
2742,2023-09-16 11:20:10,71.67,Best Buy,6388,Not Fraudulent
2743,2023-02-23 03:09:01,49.84,Best Buy,9212,Not Fraudulent
2744,2023-08-16 18:31:44,108.73,Amazon,6060,Not Fraudulent
2745,2023-08-05 23:41:32,149.12,Best Buy,2215,Not Fraudulent
2746,2023-03-19 02:10:53,151.87,Amazon,8322,Not Fraudulent
2747,2023-01-03 17:45:35,107.96,Best Buy,1479,Not Fraudulent
2748,2023-01-13 20:10:29,50.6,Amazon,4710,Not Fraudulent
2749,2023-12-01 18:45:32,74.73,Best Buy,8652,Not Fraudulent
2750,2023-06-07 00:50:41,-0.91,Walmart,3552,Not Fraudulent
2751,2023-08-05 19:31:11,54.34,Gas Station,3592,Not Fraudulent
2752,2023-09-29 18:29:28,91.08,Gas Station,7093,Not Fraudulent
2753,2023-10-21 08:16:57,119.45,Target,8599,Not Fraudulent
2754,2023-08-22 16:27:45,83.03,Amazon,3958,Not Fraudulent
2755,2023-07-10 10:20:58,97.15,Walmart,1669,Not Fraudulent
2756,2023-10-05 08:03:25,80.19,Best Buy,7761,Not Fraudulent
2757,2023-09-26 03:11:58,137.55,Starbucks,9026,Not Fraudulent
2758,2023-02-11 13:43:38,55.04,Gas Station,5755,Not Fraudulent
2759,2023-12-28 15:46:39,141.88,Best Buy,9721,Not Fraudulent
2760,2023-07-03 16:19:32,198.04,Gas Station,3828,Not Fraudulent
2761,2023-08-06 07:20:41,123.64,Best Buy,5513,Not Fraudulent
2762,2023-05-15 20:53:21,73.65,Starbucks,3960,Not Fraudulent
2763,2023-12-06 16:50:45,73.19,Amazon,6133,Not Fraudulent
2764,2023-10-30 22:21:17,160.49,Walmart,9649,Not Fraudulent
2765,2023-05-14 05:24:54,43.67,Walmart,6677,Not Fraudulent
2766,2023-12-05 21:05:14,52.31,Walmart,9086,Not Fraudulent
2767,2023-02-07 21:04:09,41.78,Best Buy,2780,Not Fraudulent
2768,2023-09-24 07:33:01,36.07,Amazon,4549,Not Fraudulent
2769,2023-01-02 23:57:05,47.76,Amazon,6016,Not Fraudulent
2770,2023-04-04 20:42:19,139.5,Amazon,6081,Not Fraudulent
2771,2023-03-30 00:32:01,155.11,Starbucks,4118,Not Fraudulent
2772,2023-07-13 07:16:58,65.15,Amazon,8349,Not Fraudulent
2773,2023-11-22 16:11:44,110.37,Amazon,9200,Not Fraudulent
2774,2023-05-01 23:20:53,137.96,Starbucks,1595,Not Fraudulent
2775,2023-04-17 14:07:23,105.03,Target,1610,Not Fraudulent
2776,2023-03-29 05:34:27,52.25,Gas Station,6707,Not Fraudulent
2777,2023-01-04 11:37:32,26.48,Amazon,5371,Not Fraudulent
2778,2023-07-12 11:36:37,150.52,Target,7338,Not Fraudulent
2779,2023-05-18 19:34:58,124.81,Amazon,7647,Not Fraudulent
2780,2023-07-17 16:01:22,128.85,Walmart,4072,Not Fraudulent
2781,2023-12-26 19:45:41,44.62,Best Buy,3027,Not Fraudulent
2782,2023-05-13 09:09:15,111.75,Starbucks,1419,Not Fraudulent
2783,2023-02-05 14:23:20,131.45,Amazon,3614,Not Fraudulent
2784,2023-01-31 02:22:08,115.7,Starbucks,2658,Not Fraudulent
2785,2023-04-29 08:37:17,62.75,Walmart,9215,Not Fraudulent
2786,2023-08-11 18:57:48,150.61,Gas Station,2100,Not Fraudulent
2787,2023-06-14 00:03:28,23.62,Target,9024,Not Fraudulent
2788,2023-03-29 20:52:04,146.44,Target,9785,Not Fraudulent
2789,2023-10-14 23:39:35,154.05,Amazon,9043,Not Fraudulent
2790,2023-05-23 17:20:24,178.62,Walmart,2467,Not Fraudulent
2791,2023-05-29 00:41:26,82.88,Best Buy,2400,Not Fraudulent
2792,2023-12-01 06:36:04,50.03,Gas Station,5543,Not Fraudulent
2793,2023-10-22 10:47:24,139.69,Walmart,3148,Not Fraudulent
2794,2023-02-26 11:56:30,65.04,Walmart,5972,Not Fraudulent
2795,2023-03-31 22:56:14,102.2,Target,9708,Not Fraudulent
2796,2023-04-22 19:26:52,84.13,Gas Station,2982,Not Fraudulent
2797,2023-12-30 11:08:52,54.9,Amazon,1971,Not Fraudulent
2798,2023-03-19 09:43:08,116.05,Amazon,5353,Not Fraudulent
2799,2023-10-16 07:33:29,30.4,Gas Station,2166,Not Fraudulent
2800,2023-10-29 11:06:55,129.61,Best Buy,3589,Not Fraudulent
2801,2023-07-06 20:21:32,51.65,Target,4853,Not Fraudulent
2802,2023-09-14 07:41:29,13.41,Starbucks,8923,Not Fraudulent
2803,2023-12-08 22:37:01,97.49,Best Buy,5057,Not Fraudulent
2804,2023-10-31 12:45:14,121.58,Amazon,3238,Not Fraudulent
2805,2023-05-20 11:41:17,128.85,Amazon,6695,Not Fraudulent
2806,2023-04-20 20:48:21,140.92,Starbucks,1500,Not Fraudulent
2807,2023-05-30 06:18:26,-17.68,Amazon,6420,Not Fraudulent
2808,2023-08-26 20:08:07,49.74,Walmart,8375,Not Fraudulent
2809,2023-02-20 05:48:27,105.33,Starbucks,4823,Not Fraudulent
2810,2023-11-19 18:54:07,175.95,Amazon,8941,Not Fraudulent
2811,2023-10-30 08:40:07,139.19,Walmart,4861,Not Fraudulent
2812,2023-02-16 09:26:46,195.07,Best Buy,9354,Not Fraudulent
2813,2023-06-05 19:23:11,73.75,Gas Station,9160,Not Fraudulent
2814,2023-05-18 21:23:22,113.72,Starbucks,3789,Not Fraudulent
2815,2023-07-14 06:41:46,45.0,Starbucks,9364,Not Fraudulent
2816,2023-12-04 08:24:33,79.78,Starbucks,4403,Not Fraudulent
2817,2023-07-02 21:44:46,63.24,Walmart,1179,Not Fraudulent
2818,2023-03-30 19:08:57,68.3,Amazon,1193,Not Fraudulent
2819,2023-09-12 20:03:28,80.33,Walmart,1412,Not Fraudulent
2820,2023-10-03 11:09:34,100.14,Best Buy,5062,Not Fraudulent
2821,2023-05-26 05:21:31,101.11,Amazon,1989,Not Fraudulent
2822,2023-09-03 12:09:12,1062.28,Walmart,5086,Fraudulent
2823,2023-12-22 16:26:46,107.0,Amazon,8469,Not Fraudulent
2824,2023-05-20 07:48:11,82.8,Walmart,5635,Not Fraudulent
2825,2023-06-17 17:48:26,73.87,Best Buy,8455,Not Fraudulent
2826,2023-04-18 17:39:57,84.64,Walmart,4127,Not Fraudulent
2827,2023-05-20 12:07:00,77.55,Best Buy,4356,Not Fraudulent
2828,2023-06-05 16:27:15,124.55,Amazon,7041,Not Fraudulent
2829,2023-10-25 23:58:40,143.28,Gas Station,6086,Not Fraudulent
2830,2023-10-25 14:23:37,163.7,Gas Station,7277,Not Fraudulent
2831,2023-10-05 10:24:21,60.11,Gas Station,8338,Not Fraudulent
2832,2023-04-20 22:44:02,123.47,Target,1203,Not Fraudulent
2833,2023-12-03 12:30:06,30.27,Gas Station,1142,Not Fraudulent
2834,2023-02-10 21:21:40,118.66,Starbucks,9401,Not Fraudulent
2835,2023-07-06 07:23:03,154.13,Best Buy,4779,Not Fraudulent
2836,2023-12-17 22:09:06,92.52,Gas Station,7553,Not Fraudulent
2837,2023-04-24 03:39:57,153.63,Starbucks,1050,Not Fraudulent
2838,2023-02-16 20:19:48,43.07,Best Buy,3785,Not Fraudulent
2839,2023-06-23 04:54:02,55.57,Starbucks,9849,Not Fraudulent
2840,2023-03-01 21:51:52,93.21,Walmart,1850,Not Fraudulent
2841,2023-05-14 14:27:26,151.11,Walmart,3720,Not Fraudulent
2842,2023-12-29 07:05:10,79.13,Amazon,6078,Not Fraudulent
2843,2023-04-05 13:52:59,77.32,Target,3218,Not Fraudulent
2844,2023-10-16 16:15:40,50.42,Gas Station,2224,Not Fraudulent
2845,2023-03-14 14:24:56,110.14,Best Buy,7861,Not Fraudulent
2846,2023-12-28 00:58:45,162.33,Best Buy,7939,Not Fraudulent
2847,2023-05-12 07:16:46,135.03,Best Buy,9497,Not Fraudulent
2848,2023-07-13 21:51:42,134.83,Gas Station,7211,Not Fraudulent
2849,2023-03-30 19:36:34,89.65,Walmart,3565,Not Fraudulent
2850,2023-02-12 17:02:24,71.83,Target,2202,Not Fraudulent
2851,2023-09-22 12:21:42,133.86,Gas Station,9067,Not Fraudulent
2852,2023-05-30 02:16:08,98.4,Target,4663,Not Fraudulent
2853,2023-05-31 23:06:15,91.32,Starbucks,3513,Not Fraudulent
2854,2023-06-30 12:25:19,144.91,Target,1782,Not Fraudulent
2855,2023-07-19 10:29:19,90.11,Amazon,7082,Not Fraudulent
2856,2023-06-29 08:03:43,58.11,Walmart,8756,Not Fraudulent
2857,2023-12-30 09:55:11,145.46,Walmart,2515,Not Fraudulent
2858,2023-08-08 18:30:55,104.04,Walmart,7157,Not Fraudulent
2859,2023-11-18 18:10:20,48.15,Best Buy,1888,Not Fraudulent
2860,2023-08-29 01:01:50,44.35,Amazon,7416,Not Fraudulent
2861,2023-03-27 16:39:26,104.77,Amazon,1665,Not Fraudulent
2862,2023-09-20 09:19:09,216.87,Best Buy,8528,Not Fraudulent
2863,2023-06-05 01:38:09,80.36,Target,2164,Not Fraudulent
2864,2023-07-15 01:03:00,83.19,Amazon,7981,Not Fraudulent
2865,2023-05-01 20:38:45,176.19,Best Buy,1683,Not Fraudulent
2866,2023-07-09 00:10:05,97.14,Amazon,1341,Not Fraudulent
2867,2023-04-01 08:30:55,27.58,Gas Station,5209,Not Fraudulent
2868,2023-05-03 03:34:32,21.36,Target,2802,Not Fraudulent
2869,2023-07-21 03:20:49,161.33,Best Buy,7319,Not Fraudulent
2870,2023-09-23 14:36:45,133.32,Gas Station,8086,Not Fraudulent
2871,2023-01-01 15:17:51,141.31,Best Buy,7437,Not Fraudulent
2872,2023-02-05 16:31:33,97.11,Amazon,7898,Not Fraudulent
2873,2023-07-03 05:10:42,63.66,Target,1581,Not Fraudulent
2874,2023-05-04 04:00:28,89.14,Starbucks,2697,Not Fraudulent
2875,2023-06-03 02:50:52,981.62,Gas Station,3742,Fraudulent
2876,2023-12-13 00:31:19,58.08,Target,8154,Not Fraudulent
2877,2023-03-30 07:19:04,128.07,Walmart,2427,Not Fraudulent
2878,2023-11-15 18:05:44,37.02,Walmart,2136,Not Fraudulent
2879,2023-06-17 12:29:04,83.36,Starbucks,8502,Not Fraudulent
2880,2023-01-19 21:15:40,89.8,Starbucks,1756,Not Fraudulent
2881,2023-08-12 10:57:18,65.45,Target,7484,Not Fraudulent
2882,2023-10-27 13:39:17,-10.28,Target,7114,Not Fraudulent
2883,2023-01-16 16:53:26,122.39,Starbucks,1782,Not Fraudulent
2884,2023-06-07 20:52:51,62.21,Amazon,7453,Not Fraudulent
2885,2023-02-06 07:16:47,166.29,Amazon,5105,Not Fraudulent
2886,2023-04-13 07:38:59,82.9,Best Buy,4174,Not Fraudulent
2887,2023-03-19 18:56:47,72.93,Best Buy,3429,Not Fraudulent
2888,2023-10-09 17:29:50,104.58,Starbucks,4814,Not Fraudulent
2889,2023-05-07 22:06:16,152.67,Amazon,5464,Not Fraudulent
2890,2023-03-11 08:24:28,71.83,Target,9434,Not Fraudulent
2891,2023-02-13 22:14:41,150.74,Gas Station,1743,Not Fraudulent
2892,2023-03-12 05:23:40,172.02,Starbucks,1063,Not Fraudulent
2893,2023-11-06 14:32:34,149.52,Target,1189,Not Fraudulent
2894,2023-09-29 07:52:35,181.32,Target,1878,Not Fraudulent
2895,2023-05-22 10:09:59,164.63,Best Buy,6244,Not Fraudulent
2896,2023-01-11 23:25:33,175.74,Best Buy,1383,Not Fraudulent
2897,2023-04-01 18:33:21,180.22,Best Buy,1496,Not Fraudulent
2898,2023-01-17 23:15:23,110.4,Best Buy,8078,Not Fraudulent
2899,2023-01-04 03:25:36,78.54,Best Buy,7361,Not Fraudulent
2900,2023-05-29 14:45:36,-13.11,Gas Station,8185,Not Fraudulent
2901,2023-07-27 14:37:06,33.86,Best Buy,8156,Not Fraudulent
2902,2023-01-02 18:00:20,77.59,Target,7432,Not Fraudulent
2903,2023-02-20 08:28:57,80.91,Amazon,6340,Not Fraudulent
2904,2023-02-15 05:46:44,92.36,Walmart,5489,Not Fraudulent
2905,2023-11-16 00:59:14,49.96,Starbucks,3585,Not Fraudulent
2906,2023-08-23 19:42:16,137.91,Starbucks,5778,Fraudulent
2907,2023-08-24 07:12:00,93.49,Starbucks,5517,Not Fraudulent
2908,2023-12-30 02:19:22,90.53,Starbucks,9472,Not Fraudulent
2909,2023-12-21 08:58:18,59.62,Starbucks,4482,Not Fraudulent
2910,2023-03-19 10:13:30,62.89,Best Buy,5824,Not Fraudulent
2911,2023-02-01 16:14:06,52.99,Gas Station,9961,Not Fraudulent
2912,2023-10-15 19:11:27,80.17,Amazon,4319,Not Fraudulent
2913,2023-07-01 00:16:39,57.18,Target,9188,Not Fraudulent
2914,2023-03-18 18:44:56,162.99,Walmart,5354,Not Fraudulent
2915,2023-11-26 05:45:09,112.05,Best Buy,2823,Not Fraudulent
2916,2023-01-01 13:56:10,51.38,Gas Station,2902,Not Fraudulent
2917,2023-07-22 00:48:29,85.98,Gas Station,4799,Not Fraudulent
2918,2023-12-15 04:20:24,40.99,Starbucks,4667,Not Fraudulent
2919,2023-08-30 07:49:57,150.61,Gas Station,1551,Not Fraudulent
2920,2023-11-25 14:18:18,169.21,Target,2702,Not Fraudulent
2921,2023-06-11 05:58:52,162.6,Amazon,6140,Not Fraudulent
2922,2023-01-26 22:25:21,42.77,Gas Station,1902,Not Fraudulent
2923,2023-07-28 12:34:01,95.44,Target,7402,Not Fraudulent
2924,2023-03-10 19:01:13,79.92,Gas Station,5829,Not Fraudulent
2925,2023-12-26 14:45:28,128.1,Gas Station,5996,Not Fraudulent
2926,2023-04-01 23:50:34,49.6,Amazon,8353,Not Fraudulent
2927,2023-03-30 03:19:28,66.21,Amazon,5623,Not Fraudulent
2928,2023-12-27 12:34:56,79.34,Amazon,4874,Not Fraudulent
2929,2023-06-11 08:02:30,107.66,Walmart,1477,Not Fraudulent
2930,2023-05-29 07:50:13,134.71,Target,4153,Not Fraudulent
2931,2023-07-04 08:23:02,83.56,Walmart,3798,Not Fraudulent
2932,2023-11-10 13:20:36,133.2,Amazon,9733,Not Fraudulent
2933,2023-01-01 03:26:49,141.1,Walmart,1012,Not Fraudulent
2934,2023-06-19 06:04:35,89.34,Amazon,7969,Not Fraudulent
2935,2023-03-23 14:18:27,37.72,Walmart,3806,Not Fraudulent
2936,2023-05-29 01:27:28,41.44,Gas Station,8967,Not Fraudulent
2937,2023-10-25 05:33:39,129.59,Starbucks,9530,Not Fraudulent
2938,2023-01-16 23:58:08,76.19,Starbucks,6271,Not Fraudulent
2939,2023-08-28 03:18:30,14.37,Walmart,7216,Not Fraudulent
2940,2023-04-15 14:13:22,130.65,Target,7213,Not Fraudulent
2941,2023-01-12 02:07:51,106.48,Starbucks,1343,Not Fraudulent
2942,2023-08-15 08:11:18,29.7,Starbucks,9425,Not Fraudulent
2943,2023-05-15 18:54:54,158.97,Target,1745,Not Fraudulent
2944,2023-10-01 08:23:02,141.83,Best Buy,5557,Not Fraudulent
2945,2023-05-23 17:01:56,106.94,Amazon,7901,Not Fraudulent
2946,2023-11-18 04:55:35,36.28,Gas Station,1104,Not Fraudulent
2947,2023-05-12 00:06:05,29.88,Best Buy,4502,Not Fraudulent
2948,2023-09-20 23:45:59,84.65,Gas Station,3465,Not Fraudulent
2949,2023-06-26 06:46:07,14.3,Walmart,1645,Not Fraudulent
2950,2023-09-06 20:11:44,120.25,Best Buy,6853,Not Fraudulent
2951,2023-02-22 04:29:54,29.46,Starbucks,5811,Not Fraudulent
2952,2023-08-20 10:12:44,108.25,Amazon,9267,Not Fraudulent
2953,2023-07-20 19:04:35,85.59,Target,5430,Not Fraudulent
2954,2023-02-05 17:58:37,135.59,Walmart,4787,Not Fraudulent
2955,2023-04-08 18:11:03,53.1,Starbucks,4314,Not Fraudulent
2956,2023-02-10 02:25:29,113.69,Best Buy,3843,Not Fraudulent
2957,2023-10-05 14:48:34,30.26,Target,7621,Not Fraudulent
2958,2023-02-10 04:34:18,139.78,Amazon,6016,Not Fraudulent
2959,2023-04-16 23:20:35,94.25,Amazon,6730,Not Fraudulent
2960,2023-01-10 08:55:26,124.79,Target,1516,Not Fraudulent
2961,2023-09-26 21:10:34,33.97,Walmart,9260,Not Fraudulent
2962,2023-02-25 02:34:40,124.95,Starbucks,9326,Not Fraudulent
2963,2023-08-30 02:26:16,115.31,Starbucks,3363,Not Fraudulent
2964,2023-10-27 20:36:01,118.18,Starbucks,1199,Not Fraudulent
2965,2023-09-13 20:56:26,115.63,Walmart,8528,Not Fraudulent
2966,2023-02-22 18:43:11,90.33,Gas Station,3777,Not Fraudulent
2967,2023-05-28 03:41:15,162.06,Best Buy,3158,Not Fraudulent
2968,2023-03-22 10:12:26,92.21,Starbucks,3078,Not Fraudulent
2969,2023-08-11 14:23:10,63.04,Best Buy,7519,Not Fraudulent
2970,2023-09-14 07:53:58,97.06,Starbucks,9513,Not Fraudulent
2971,2023-05-05 02:18:00,52.47,Best Buy,7794,Not Fraudulent
2972,2023-03-20 07:34:14,76.8,Walmart,7884,Not Fraudulent
2973,2023-06-13 13:36:32,91.14,Walmart,3855,Not Fraudulent
2974,2023-07-17 07:00:59,81.02,Target,3120,Not Fraudulent
2975,2023-07-14 07:47:15,109.97,Best Buy,6250,Not Fraudulent
2976,2023-02-16 17:39:55,197.29,Starbucks,7883,Not Fraudulent
2977,2023-08-06 07:49:59,128.55,Target,2079,Not Fraudulent
2978,2023-02-10 23:36:55,153.62,Starbucks,4407,Not Fraudulent
2979,2023-09-27 04:24:03,74.81,Best Buy,3592,Not Fraudulent
2980,2023-12-20 19:42:00,70.65,Starbucks,2957,Not Fraudulent
2981,2023-07-04 07:41:41,81.09,Target,1901,Not Fraudulent
2982,2023-02-18 08:51:51,142.64,Best Buy,3706,Not Fraudulent
2983,2023-07-17 16:11:41,-7.41,Target,7885,Not Fraudulent
2984,2023-12-13 21:51:05,48.34,Target,7863,Not Fraudulent
2985,2023-06-23 20:46:40,105.12,Best Buy,9712,Not Fraudulent
2986,2023-07-02 10:50:45,88.8,Starbucks,6191,Not Fraudulent
2987,2023-03-11 09:22:53,198.39,Amazon,7646,Not Fraudulent
2988,2023-06-26 15:59:58,122.38,Gas Station,8962,Not Fraudulent
2989,2023-08-01 17:37:49,66.89,Gas Station,8884,Not Fraudulent
2990,2023-05-12 23:18:30,21.12,Amazon,4659,Not Fraudulent
2991,2023-02-20 01:15:54,82.97,Amazon,2701,Not Fraudulent
2992,2023-06-11 15:25:49,34.84,Target,1148,Not Fraudulent
2993,2023-04-09 19:30:02,123.34,Best Buy,6334,Not Fraudulent
2994,2023-05-27 12:03:38,108.06,Starbucks,8289,Not Fraudulent
2995,2023-01-31 12:08:17,116.0,Gas Station,3658,Not Fraudulent
2996,2023-08-08 10:01:21,203.96,Gas Station,7493,Not Fraudulent
2997,2023-07-16 07:02:25,54.63,Best Buy,7309,Not Fraudulent
2998,2023-05-11 07:57:23,90.38,Walmart,4146,Not Fraudulent
2999,2023-11-15 11:47:09,39.37,Gas Station,8637,Not Fraudulent
3000,2023-11-16 05:22:13,95.97,Gas Station,6414,Not Fraudulent
3001,2023-12-02 06:16:50,179.66,Amazon,7242,Not Fraudulent
3002,2023-04-01 16:57:11,128.44,Best Buy,4499,Not Fraudulent
3003,2023-06-26 05:44:18,94.28,Starbucks,9663,Not Fraudulent
3004,2023-04-07 11:54:33,112.58,Starbucks,1881,Not Fraudulent
3005,2023-05-17 08:00:38,39.46,Gas Station,7277,Not Fraudulent
3006,2023-07-06 15:03:54,80.31,Amazon,7324,Not Fraudulent
3007,2023-10-29 01:34:28,104.26,Gas Station,7944,Not Fraudulent
3008,2023-12-30 03:35:21,104.97,Gas Station,6356,Not Fraudulent
3009,2023-06-09 08:06:15,23.47,Target,9998,Not Fraudulent
3010,2023-01-10 06:54:36,116.38,Best Buy,2767,Not Fraudulent
3011,2023-06-23 14:19:44,113.96,Walmart,7228,Not Fraudulent
3012,2023-10-08 22:42:12,81.15,Target,9255,Not Fraudulent
3013,2023-12-11 21:00:54,100.21,Starbucks,1159,Not Fraudulent
3014,2023-01-03 07:59:07,25.83,Target,1054,Not Fraudulent
3015,2023-08-03 13:20:09,26.01,Gas Station,7441,Not Fraudulent
3016,2023-06-07 05:34:14,106.73,Starbucks,3379,Not Fraudulent
3017,2023-10-24 18:55:40,66.61,Starbucks,2490,Not Fraudulent
3018,2023-10-29 01:57:23,99.42,Amazon,2240,Not Fraudulent
3019,2023-06-23 05:45:31,141.97,Gas Station,8100,Not Fraudulent
3020,2023-03-28 23:40:39,91.3,Amazon,1589,Not Fraudulent
3021,2023-06-16 19:07:37,-40.53,Walmart,4551,Not Fraudulent
3022,2023-04-04 14:50:13,92.47,Best Buy,9724,Not Fraudulent
3023,2023-04-09 08:09:06,75.95,Best Buy,3086,Not Fraudulent
3024,2023-07-05 08:07:28,88.27,Best Buy,4227,Not Fraudulent
3025,2023-07-04 12:12:44,144.99,Gas Station,6785,Not Fraudulent
3026,2023-02-24 18:08:39,21.07,Target,8426,Not Fraudulent
3027,2023-03-30 15:31:57,112.2,Target,8440,Not Fraudulent
3028,2023-06-21 05:34:07,178.52,Starbucks,7384,Not Fraudulent
3029,2023-04-21 02:36:35,68.7,Amazon,8937,Not Fraudulent
3030,2023-05-20 19:13:48,123.62,Amazon,6487,Not Fraudulent
3031,2023-09-11 17:08:14,148.32,Target,5423,Not Fraudulent
3032,2023-07-08 19:34:35,110.51,Amazon,6473,Not Fraudulent
3033,2023-08-21 19:15:05,65.75,Amazon,1944,Not Fraudulent
3034,2023-12-28 21:39:40,64.52,Walmart,5067,Not Fraudulent
3035,2023-12-27 23:59:31,137.19,Starbucks,2464,Not Fraudulent
3036,2023-02-27 18:59:37,129.61,Gas Station,3821,Not Fraudulent
3037,2023-11-19 22:53:08,60.68,Starbucks,7234,Not Fraudulent
3038,2023-07-22 20:56:10,41.18,Target,7287,Not Fraudulent
3039,2023-09-23 19:59:49,35.96,Walmart,8697,Not Fraudulent
3040,2023-02-04 00:05:09,183.08,Walmart,3998,Not Fraudulent
3041,2023-03-14 20:37:19,96.6,Best Buy,1563,Not Fraudulent
3042,2023-04-27 11:17:57,218.01,Best Buy,2712,Not Fraudulent
3043,2023-12-29 06:02:28,127.78,Amazon,3627,Not Fraudulent
3044,2023-07-21 02:17:29,121.98,Target,5357,Not Fraudulent
3045,2023-09-03 00:26:46,115.31,Amazon,9205,Not Fraudulent
3046,2023-09-19 10:19:58,149.96,Amazon,7018,Not Fraudulent
3047,2023-02-17 16:10:05,51.7,Walmart,1489,Not Fraudulent
3048,2023-01-23 21:53:28,208.0,Amazon,3193,Not Fraudulent
3049,2023-03-02 05:42:21,94.98,Amazon,4546,Not Fraudulent
3050,2023-05-14 03:13:44,64.83,Best Buy,5640,Not Fraudulent
3051,2023-01-15 05:55:34,115.13,Best Buy,1984,Not Fraudulent
3052,2023-05-10 21:12:36,154.62,Best Buy,5335,Not Fraudulent
3053,2023-12-04 21:19:13,49.62,Walmart,6783,Not Fraudulent
3054,2023-08-30 11:27:55,128.34,Target,6676,Not Fraudulent
3055,2023-11-09 16:40:33,64.18,Best Buy,5662,Not Fraudulent
3056,2023-03-04 06:37:03,74.69,Amazon,3625,Not Fraudulent
3057,2023-10-25 09:17:28,75.53,Starbucks,2608,Not Fraudulent
3058,2023-12-16 12:56:22,138.18,Gas Station,8317,Not Fraudulent
3059,2023-07-01 23:40:32,44.55,Walmart,2800,Not Fraudulent
3060,2023-06-01 13:50:56,109.63,Target,4519,Not Fraudulent
3061,2023-09-21 05:22:26,82.83,Target,4011,Not Fraudulent
